entity_id,name,domain,platform,device_id,device_name,area,area_source,entity_category,label_names,label_count,missing_labels,rule_failures,disabled_by,hidden_by
update.rolluik_knop_r_r,,update,mqtt,9349890e6ea99da99b77d2d28e827a59,Rolluik knop R/R,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
update.veranda_bewegingssensor,,update,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,config,,0,True,no labels at all,user,
binary_sensor.rpi_power_status,Power status,binary_sensor,rpi_power,55b9206903effdc969a2bf563ca65093,Raspberry Pi,Unknown,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.p9_meter_3c39e7285f8c_total_gas,Gas,sensor,homewizard,e4c2965f79fc6632c494aa8f62928f4b,Gasmeter (P9: 3c39e7285f8c),Meterkast,device,,,0,True,no labels at all,device,
binary_sensor.home_assistant_google_drive_backup_running,Running,binary_sensor,hassio,ad934a698bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_google_drive_backup_version,Version,sensor,hassio,ad934a698bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_google_drive_backup_newest_version,Newest version,sensor,hassio,ad934a698bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_google_drive_backup_cpu_percent,CPU percent,sensor,hassio,ad934a698bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_google_drive_backup_memory_percent,Memory percent,sensor,hassio,ad934a698bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,,,0,True,no labels at all,integration,
update.home_assistant_google_drive_backup_update,Update,update,hassio,ad934a698bd0ea6925f2db7c98b2b6e6,Home Assistant Google Drive Backup,Digital only,device,config,,0,True,no labels at all,,
binary_sensor.kleinspy2_voordeur_is_dark,Is dark,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_ssh_enabled,SSH enabled,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.kleinspy2_voordeur_overlay_show_name,Overlay: show name,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_overlay_show_date,Overlay: show date,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_overlay_show_logo,Overlay: show logo,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_overlay_show_bitrate,Overlay: show nerd mode,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_detections_motion,Motion detection,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_motion,Motion,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy2_voordeur_oldest_recording,Oldest recording,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy2_voordeur_storage_used,Storage used,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy2_voordeur_disk_write_rate,Disk write rate,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy2_voordeur_recording_mode,Recording mode,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy2_voordeur_received_data,Received data,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy2_voordeur_transferred_data,Transferred data,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy2_voordeur_uptime,Uptime,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy2_voordeur_last_motion_detected,Last motion detected,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,,,0,True,no labels at all,integration,
camera.kleinspy2_voordeur_high,High resolution channel,camera,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,,,0,True,no labels at all,,
binary_sensor.kleinspy9_veranda_is_dark,Is dark,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_ssh_enabled,SSH enabled,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.kleinspy9_veranda_overlay_show_name,Overlay: show name,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_overlay_show_date,Overlay: show date,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_overlay_show_logo,Overlay: show logo,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_overlay_show_bitrate,Overlay: show nerd mode,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_detections_motion,Motion detection,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_motion,Motion,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy9_veranda_oldest_recording,Oldest recording,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy9_veranda_storage_used,Storage used,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy9_veranda_disk_write_rate,Disk write rate,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy9_veranda_recording_mode,Recording mode,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy9_veranda_received_data,Received data,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy9_veranda_transferred_data,Transferred data,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy9_veranda_uptime,Uptime,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy9_veranda_last_motion_detected,Last motion detected,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,,,0,True,no labels at all,integration,
camera.kleinspy9_veranda_high,High resolution channel,camera,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,,,0,True,no labels at all,,
binary_sensor.kleinspy2_voordeur_status_light_on,Status light,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_hdr_mode,HDR mode,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy2_voordeur_system_sounds,System sounds,binary_sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_status_light_on,Status light,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_hdr_mode,HDR mode,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
binary_sensor.kleinspy9_veranda_system_sounds,System sounds,binary_sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
media_player.kleinspy2_voordeur_speaker,Speaker,media_player,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,,,0,True,no labels at all,,
media_player.kleinspy9_veranda_speaker,Speaker,media_player,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,,,0,True,no labels at all,,
sensor.kleinspy2_voordeur_microphone_level,Microphone level,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy2_voordeur_infrared_mode,Infrared mode,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy9_veranda_microphone_level,Microphone level,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy9_veranda_infrared_mode,Infrared mode,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleinspy2_voordeur_wifi_signal_strength,Wi-Fi signal strength,sensor,unifiprotect,ab278773939c9fbeef693f9c7fa9a62d,KleinSpy2 (voordeur),Hal beneden,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleinspy9_veranda_wifi_signal_strength,Wi-Fi signal strength,sensor,unifiprotect,9f928c97dd742c9aae52c305009e79f3,KleinSpy9 (veranda),Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.burea_rudi_linkquality,Linkquality,sensor,mqtt,d22faeecf748a8e99ebc72e0730a9f0e,Rudi knop,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
sensor.burea_rudi_update_state,Update state,sensor,mqtt,d22faeecf748a8e99ebc72e0730a9f0e,Rudi knop,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.burea_rudi_update_available,,binary_sensor,mqtt,d22faeecf748a8e99ebc72e0730a9f0e,Rudi knop,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
sensor.rudi_knop_battery,Battery,sensor,mqtt,d22faeecf748a8e99ebc72e0730a9f0e,Rudi knop,Woonkamer,device,diagnostic,,0,True,no labels at all,user,
update.rudi_knop,,update,mqtt,d22faeecf748a8e99ebc72e0730a9f0e,Rudi knop,Woonkamer,device,config,,0,True,no labels at all,user,
automation.bureau_rudi_on,Bureau Rudi (on),automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
automation.bureau_rudi_off_via_rudi_knop,Bureau Rudi (off),automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
automation.bureau_rolien_on,Bureau Rolien (on),automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
automation.bureau_rolien_off,Bureau Rolien (off),automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
device_tracker.galaxy_watch4_26kz,Rudi smartwatch,device_tracker,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,,
sensor.galaxy_watch4_26kz_os_version,Rudi smartwatch OS version,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_security_patch,Rudi smartwatch Security patch,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_current_version,Rudi smartwatch Current version,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_app_rx_gb,Rudi smartwatch App Rx GB,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_app_tx_gb,Rudi smartwatch App Tx GB,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_app_memory,Rudi smartwatch App memory,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.galaxy_watch4_26kz_app_inactive,Rudi smartwatch App inactive,binary_sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_app_standby_bucket,Rudi smartwatch App standby bucket,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_app_importance,Rudi smartwatch App importance,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_ringer_mode,Rudi smartwatch Ringer mode,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_audio_mode,Rudi smartwatch Audio mode,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,,,0,True,no labels at all,integration,
binary_sensor.galaxy_watch4_26kz_headphones,Rudi smartwatch Headphones,binary_sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,,,0,True,no labels at all,integration,
binary_sensor.galaxy_watch4_26kz_mic_muted,Rudi smartwatch Mic muted,binary_sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,,,0,True,no labels at all,integration,
binary_sensor.galaxy_watch4_26kz_speakerphone,Rudi smartwatch Speakerphone,binary_sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,,,0,True,no labels at all,integration,
binary_sensor.galaxy_watch4_26kz_music_active,Rudi smartwatch Music active,binary_sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_volume_level_alarm,Rudi smartwatch Volume level alarm,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_volume_level_call,Rudi smartwatch Volume level call,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_volume_level_music,Rudi smartwatch Volume level music,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_volume_level_ringer,Rudi smartwatch Volume level ringer,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.galaxy_watch4_26kz_volume_level_notification,Rudi smartwatch Volume level notification,sensor,mobile_app,d0bf97e976e09a07ab9df86a05c8d47a,Rudi smartwatch,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
